,sustainability_score,company,Environment_Category 0,Environment_Category 1,Environment_Category 2,Environment_Category 3,Environment_Category 4,Environment_Category 5,Governance_Category 0,Governance_Category 1,Governance_Category 2,Governance_Category 3,Governance_Category 4,Governance_Category 5,Social_Category 0,Social_Category 1,Social_Category 2,Social_Category 3,Social_Category 4,Social_Category 5
231,55.24634793,CVS Health Corporation,0,0,0,0,0,0,0,2,18,0,0,0,0,0,20,54,0,0
232,2.634808894,Cabot Oil & Gas Corp,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
233,8.870086793,"CaixaBank, S.A.",0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,6,0,0
234,26.36743935,Caltex Australia Limited,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
235,77.10344439,Cameco Corporation,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,54.97728883,Campbell Soup Co,0,0,0,0,0,0,0,2,3,0,0,0,0,2,2,0,0,0
237,87.76702566,Canadian Imperial Bank of Commerce,0,0,12,0,0,0,0,1,7,0,0,0,0,1,12,0,0,0
238,87.76702566,Imperial Brands PLC,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,2,0,0
239,57.59022684,Canadian National Railway Company,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
240,45.62699853,Canadian Natural Resources Limited,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
241,73.95383798,Canadian Pacific Railway Limited,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
242,73.95383798,Cipla Limited,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
243,80.35382239,"Canadian Tire Corporation, Limited",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
244,31.22477695,Canon Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
245,79.63072207,Capgemini SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
246,41.11098119,Capital One Financial Corporation,0,0,0,0,0,0,0,4,2,0,0,0,0,2,18,0,0,0
247,56.23999881,Capitec Bank Holdings Ltd.,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
248,21.18074299,CarMax Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
249,45.19736828,Cardinal Health Inc,0,0,0,0,0,0,0,2,1,0,0,0,0,2,3,40,0,0
250,26.32780707,Carlsberg A/S,0,0,4,0,0,0,0,1,0,0,0,0,0,3,10,0,0,0
251,49.54384002,Carnival Corp,0,1,0,4,0,0,0,2,0,0,0,0,0,1,0,10,0,0
252,73.25976515,Carrefour SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,7,0,0
253,64.3553259,Casino Guichard-Perrachon SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
254,37.14745158,"Casio Computer Co., Ltd.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
255,6.37092901,"Catcher Technology Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
256,51.91729234,Caterpillar Inc,0,0,2,0,0,0,0,1,1,13,0,0,0,1,10,0,6,0
257,56.40514895,"Cathay Financial Holding Co., Ltd.",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
258,11.41205841,Celanese Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
259,11.41205841,Neste Corp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,93.4347404,Celgene Corp,0,0,0,0,0,0,0,3,2,0,0,0,0,1,8,0,0,0
261,17.10457544,Celltrion Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
262,48.96072475,Cementos Argos S.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
263,30.08846535,Cencosud S.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
264,79.20554255,Cenovus Energy Inc.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
265,22.38554198,Centene Corp,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0
266,4.591695107,CenterPoint Energy Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0
267,59.54816106,Centrais Elétricas Brasileiras S.A. - Eletrobras,0,0,0,0,0,0,0,0,2,0,9,0,0,1,2,0,4,0
268,47.90844313,Central Japan Railway Company,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
269,42.28529463,Centrica PLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
270,20.64863267,CenturyLink Inc,0,0,0,0,0,0,0,0,5,0,0,0,0,2,4,0,0,0
271,39.27105748,Cerner Corp,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0
272,60.97386932,Chailease Holding Co Ltd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,20.90262045,"Chang Hwa Commercial Bank, Ltd.",0,1,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0
274,8.376622405,Thales,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0
275,8.376622405,The Charles Schwab Corporation,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
276,8.028050701,"Cheniere Energy, Inc.",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,48.24423335,Chevron Corporation,0,2,10,0,20,0,0,3,5,5,0,0,1,5,5,11,0,0
278,15.05948378,"The Chiba Bank, Ltd.",0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
279,70.03604483,"China Airlines, Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
280,12.24315342,China Cinda Asset Management Co Ltd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,9.6517189,China Communications Construction Co Ltd,0,2,0,0,0,0,0,2,0,2,0,0,0,0,8,3,0,0
282,13.17955133,China Construction Bank Corporation,0,2,6,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0
283,54.84683802,China Development Financial Holding Corporation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,15.90269031,China Everbright Bank Company Limited,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
285,5.593994569,China Evergrande Group,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
286,8.701536378,"China Galaxy Securities Co., Ltd.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
287,0.259265203,China Huishan Dairy Holdings Co Ltd,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
288,10.7458235,"China Merchants Bank Co., Ltd.",0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0
289,8.089531065,"China Minsheng Banking Corp., Ltd.",0,2,0,0,0,0,0,1,6,0,0,0,0,2,3,0,0,0
290,58.58707596,China National Building Material Company Limited,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
291,9.621666089,"China Pacific Insurance (Group) Co., Ltd.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,17.75523696,China Petroleum & Chemical Corp.,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,2,0,0
293,24.89781371,China Resources Cement Holdings Limited,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294,3.208323402,China Resources Gas Group Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
295,86.25838736,China Resources Power Holdings Company Limited,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
296,7.179522149,China Taiping Insurance Holdings Company Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
297,2.147205785,China Telecom Corporation Limited,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
298,7.868844037,China Unicom (Hong Kong) Limited,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
299,53.15593588,"China Vanke Co., Ltd.",0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
300,46.95554798,China Zhongwang Holdings Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301,43.33290301,Chipotle Mexican Grill Inc,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,13,0,0
302,67.06730095,Chocoladefabriken Lindt & Sprüngli AG,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
303,25.94179311,"Chongqing Rural Commercial Bank Co., Ltd.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,53.95252528,"Chubu Electric Power Company, Incorporated",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
305,51.30238376,"Chunghwa Telecom Co., Ltd.",0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
306,14.8039287,Church & Dwight Co Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
307,3.398820906,Cimarex Energy Co,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,39.34201776,Cincinnati Financial Corp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
309,90.54412122,Cintas Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
310,55.742995,Cisco Systems Inc,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
311,55.742995,"FLIR Systems, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
312,16.61080948,"Citigroup, Inc.",0,8,13,0,0,0,0,1,9,0,60,0,0,0,23,66,0,0
313,7.410152851,"Citizens Financial Group, Inc.",0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,6,0,0
314,27.02004203,Tesla Inc,0,1,0,0,0,0,0,0,15,15,0,0,0,3,51,28,0,0
315,28.87911838,Coal India Limited,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,5,0,0
316,39.78518265,Coca-Cola HBC AG,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
317,45.9385842,Coca-Cola Amatil Limited,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0
318,36.37292793,BRF S.A.,0,0,0,0,0,0,0,1,1,21,0,0,0,2,0,0,22,0
319,36.37292793,Colbún S.A.,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,70.76933841,Coloplast A/S,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
321,46.01351224,Comcast Corp,0,0,0,0,0,0,0,1,8,0,0,0,0,1,26,0,0,0
322,69.48776634,Comerica Incorporated,0,0,2,0,0,0,0,0,3,0,0,0,0,2,6,0,0,0
323,43.99452331,ComfortDelGro Corporation Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
324,68.18514584,Commercial International Bank (Egypt) S.A.E.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,62.46880264,Commerzbank AG,0,0,2,0,0,0,0,0,16,2,0,0,0,9,3,0,0,0
326,66.18732093,Commonwealth Bank of Australia,0,0,15,0,0,0,0,2,1,0,40,0,0,4,17,32,0,0
327,34.31453877,Compal Electronics Inc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,56.01181616,Companhia Brasileira de Distribuição,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
329,11.61996049,Companhia Siderúrgica Nacional,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
330,83.50117082,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,26.53748256,Computershare Limited,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
332,4.328668478,Concho Resources Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333,83.87152635,ConocoPhillips,0,0,11,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0
334,12.55965633,Consolidated Edison Inc,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0
335,5.134677316,Constellation Brands Inc,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,41.51148156,Continental Aktiengesellschaft,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
337,4.354644653,Continental Resources Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
338,6.796876395,Corning Inc,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
339,53.11714015,Cosan SA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
340,44.00056077,Costco Wholesale Corporation,0,0,1,0,0,0,0,0,3,0,0,0,0,3,16,21,0,0
341,0.0954036,Coty Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
342,19.3967392,Country Garden Holdings Company Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
343,22.78927537,Covestro Aktiengesellschaft,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
344,24.18896705,Credit Suisse Group,0,0,9,11,0,0,1,0,11,0,48,0,0,13,0,62,0,0
345,15.37603885,Crown Holdings Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
346,54.85857306,Crown Resorts Ltd,0,0,0,0,0,0,0,0,1,3,0,0,0,1,5,0,0,0
347,36.30528413,Credit Agricole S.A.,0,0,21,0,0,0,0,0,2,9,0,0,0,0,28,2,0,0
348,20.80715504,"Ctrip.com International, Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
349,61.62920479,Cummins Inc,0,0,3,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0
350,1.990170841,D.R. Horton Inc,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
351,3.143037743,Daito Trust Construction Co. Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
352,48.51248248,DBS Group Holdings Ltd,0,4,6,0,0,0,0,1,3,0,0,0,0,1,4,0,0,0
353,27.4793387,DISH Network Corp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0
354,2.133409882,"DMCI Holdings, Inc.",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,84.14205724,DNB ASA,0,1,2,0,0,0,0,0,5,0,0,0,0,1,19,0,0,0
356,43.42732943,DP World Limited,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
357,78.68446695,DSV A/S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
358,31.86070098,DTE Energy Co,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
359,1.034093696,Dabur India Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
360,8.377914037,"Daelim Industrial Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,38.81205455,"Daewoo Engineering & Construction Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
362,6.697563309,"Daewoo Shipbuilding & Marine Engineering Co., Ltd.",0,0,0,0,0,0,0,1,3,0,0,10,0,2,3,0,0,0
363,23.44428185,Daiichi Sankyo Co Ltd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
364,67.24192569,"Daikin Industries,Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
365,78.14719603,Daimler AG,0,3,0,23,0,0,0,1,4,2,0,0,0,2,4,19,14,0
366,80.3047617,"Daiwa House Industry Co.,Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
367,12.90611225,Daiwa Securities Group Inc.,0,4,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0
368,27.18026433,Danaher Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
369,82.88341365,Danone SA,0,1,4,0,0,0,0,4,0,0,0,0,0,1,20,0,0,0
370,32.63161053,"Darden Restaurants, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
371,78.94827128,Dassault Systèmes SE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
372,68.94297492,"Datang International Power Generation Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
373,14.13504603,Deere & Co,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
374,67.70766901,Delta Air Lines Inc,0,0,0,0,0,0,0,2,0,0,0,0,0,7,19,0,0,0
375,66.36186083,DENSO Corporation,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0
376,9.784174826,Dentsply Sirona Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
377,58.54711083,Dentsu Inc.,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,9,0
378,22.1285371,Deutsche Bank AG,0,0,16,0,0,0,0,0,23,0,76,0,0,2,4,60,0,0
379,86.44249732,Deutsche Lufthansa Aktiengesellschaft,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,0
380,76.43777266,Deutsche Telekom AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
381,12.70238549,Devon Energy Corp,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
382,94.65255688,Dexus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
383,38.87115632,Diageo PLC,0,2,0,0,0,0,0,2,1,23,0,0,0,3,1,0,0,0
384,41.12935529,Digital Realty Trust Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
385,55.07686591,Direct Line Insurance Group PLC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
386,29.54351176,Discover Financial Services,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
387,55.98706882,Discovery Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
388,8.254234754,Divi's Laboratories Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
389,42.42274723,Dollar General Corp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
390,36.22700221,Dollar Tree Inc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0
391,56.13685312,Dollarama Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
392,30.53720568,Domino's Pizza Enterprises Ltd,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0
393,17.75181369,"Domino's Pizza, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
394,0.853835241,Dongfeng Motor Group Co Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
395,30.93210893,Dover Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396,28.21992142,Dr. Reddy's Laboratories Limited,0,0,2,0,0,0,0,0,4,0,0,0,0,0,6,13,0,0
397,3.617506742,Dubai Islamic Bank P.J.S.C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398,51.36151473,Duke Energy Corp,0,0,0,35,0,0,1,1,1,0,0,0,0,1,17,0,0,0
399,1.031410651,Marico Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
400,65.5469088,E.ON SE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
401,83.83277085,"E.SUN Financial Holding Company, Ltd.",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
402,86.44285446,"EDP - Energias de Portugal, S.A.",0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,5,0,0
403,37.48339586,EOG Resources Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
404,91.48171661,East Japan Railway Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
405,67.18984616,Eastman Chemical Co,0,0,7,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0
406,16.28653791,Eaton Vance Corp,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
407,21.4339742,Ecolab Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
408,71.19139175,Ecopetrol S.A.,0,0,7,0,0,0,0,0,4,0,0,0,0,3,10,0,0,0
409,22.29979106,Edison International,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,18,0,0
410,70.89290338,Edwards Lifesciences Corporation,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0
411,4.233445374,Eicher Motors Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
412,16.89573553,"Electric Power Development Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
413,59.27564325,Electricite de France SA,0,1,0,0,0,0,0,0,1,0,0,0,0,3,8,0,0,0
414,58.94360982,AB Electrolux (publ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
415,25.15253857,Electronic Arts Inc,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
416,35.56366081,Eli Lilly and Co,0,0,0,0,0,0,0,2,1,0,0,0,0,1,17,8,0,0
417,5.52422983,Emaar Properties PJSC,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0
418,4.454947208,Emerson Electric Co,0,2,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0
419,13.42385825,Eaton Corp PLC,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
420,32.27356176,Anhui Conch Cement Company Limited,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
421,32.27356176,Empire Company Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
422,16.95317563,Empresa Nacional de Telecomunicaciones SA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
423,6.379355544,Empresas CMPC S.A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
424,54.25131301,"Enagás, S.A.",0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
425,57.83640571,Enbridge Inc,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,30,0,0
426,68.09067574,Encana Corp,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,75.22548733,"Endesa, S.A.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
428,79.85910124,Enel SpA,0,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
429,61.16213506,Engie Brasil Energia S.A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
430,61.16213506,Engie SA,0,3,0,0,0,0,0,1,2,2,0,0,0,2,6,8,0,0
431,86.57161064,Eni SpA,1,4,2,0,0,0,0,0,1,0,17,0,0,3,5,0,0,0
432,0.397557864,Enka Insaat ve Sanayi A.S.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
433,32.91664824,Entergy Corp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
434,20.26250599,Equifax Inc,0,0,0,0,0,0,0,0,11,0,0,0,0,1,8,0,0,27
435,10.21556473,Equity Residential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
436,52.01806276,LM Ericsson Telephone Co,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
437,15.80490423,The Estee Lauder Companies Inc,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,0,0,0
438,38.33426221,Etn. Fr. Colruyt NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
439,1.233652706,Etihad Etisalat Co JSC,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
440,65.46917263,Eurobank Ergasias S.A.,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
441,53.05443431,EVA Airways Corp.,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
442,9.482937884,"Everest Re Group, Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
443,23.97513073,Evergreen Marine Corporation (Taiwan) Ltd,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
444,25.67839322,Eversource Energy,0,1,0,0,0,0,1,0,0,0,0,0,0,9,3,0,0,0
445,83.15656248,Evonik Industries AG,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
446,68.28480546,Exelon Corporation,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
447,39.14441514,Experian PLC,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,5,0,0
448,60.65032426,Exxaro Resources Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
449,53.5889458,Exxon Mobil Corporation,0,0,8,19,0,0,0,6,5,2,0,0,0,14,17,9,0,0
450,41.73177553,FMC Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
451,50.57164806,FUJIFILM Holdings Corporation,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0
452,33.08517937,Fujitsu Limited,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0
453,13.86832362,Facebook Inc,0,0,0,0,0,0,0,0,7,10,0,0,0,6,5,75,95,0
454,13.08806392,Fairfax Financial Holdings Limited,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0
455,0.823567556,Fanuc Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
456,2.969831065,Far Eastern New Century Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
457,34.8941606,"Fast Retailing Co., Ltd.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
458,28.53865225,Fastenal Co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
459,39.26222043,FedEx Corp,0,0,0,0,0,0,0,1,0,4,0,0,0,1,27,0,0,0
460,10.13939546,Federal Realty Investment Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461,26.65734265,"Ferrovial, S.A.",0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,10,0
462,63.42815648,Fiat Chrysler Automobiles N.V.,0,0,1,14,0,0,0,0,0,25,0,0,0,2,3,37,0,0
463,12.72380775,Fidelity National Financial Inc,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464,7.333592512,Fidelity National Information Services Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,11.66794912,Fifth Third Bancorp,0,2,0,0,0,0,0,0,4,0,0,0,0,3,11,0,0,0
466,57.46178273,"First Financial Holding Co., Ltd.",0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0
467,62.28821927,First Quantum Minerals Ltd.,0,0,0,2,0,0,0,2,1,0,0,0,0,0,5,2,0,0
468,11.74510522,First Republic Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
469,34.20742351,FirstEnergy Corp.,0,0,3,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0
470,72.69117215,FirstRand Limited,0,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0
471,11.25252105,Fiserv Inc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
472,11.25252105,"Twitter, Inc.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0
473,15.93668042,Fleetcor Technologies Inc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
474,10.00174587,Flight Centre Travel Group Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
